code;description;unit;unitPrice
89771;TUBO, CPVC, SOLDÁVEL, DN 42MM, INSTALADO EM PRUMADA DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022;M;53,32
89773;TUBO, CPVC, SOLDÁVEL, DN 73MM, INSTALADO EM PRUMADA DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022;M;125,32
89775;TUBO, CPVC, SOLDÁVEL, DN 89MM, INSTALADO EM PRUMADA DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022;M;195,95
89798;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022;M;15,95
89799;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 MM, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022;M;25,01
89800;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 MM, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022;M;30,77
89848;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 MM, FORNECIDO E INSTALADO EM SUBCOLETOR AÉREO DE ESGOTO SANITÁRIO. AF_08/2022;M;29,77
89849;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 150 MM, FORNECIDO E INSTALADO EM SUBCOLETOR AÉREO DE ESGOTO SANITÁRIO. AF_08/2022;M;64,45
89865;TUBO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM DRENO DE AR-CONDICIONADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2022;M;16,53
91784;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBOS DE PVC, SOLDÁVEL, ÁGUA FRIA, DN 20 MM (INSTALADO EM RAMAL, SUB-RAMAL OU RAMAL DE DISTRIBUIÇÃO), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;43,95
91785;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBOS DE PVC, SOLDÁVEL, ÁGUA FRIA, DN 25 MM (INSTALADO EM RAMAL, SUB-RAMAL, RAMAL DE DISTRIBUIÇÃO OU PRUMADA), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;42,95
91786;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO TUBOS DE PVC, SOLDÁVEL, ÁGUA FRIA, DN 32 MM (INSTALADO EM RAMAL, SUB-RAMAL, RAMAL DE DISTRIBUIÇÃO OU PRUMADA), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;33,21
91787;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBOS DE PVC, SOLDÁVEL, ÁGUA FRIA, DN 40 MM (INSTALADO EM PRUMADA), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;39,75
91788;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBOS DE PVC, SOLDÁVEL, ÁGUA FRIA, DN 50 MM (INSTALADO EM PRUMADA), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;47,57
91789;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBOS DE PVC, SÉRIE R, ÁGUA PLUVIAL, DN 75 MM (INSTALADO EM RAMAL DE ENCAMINHAMENTO, OU CONDUTORES VERTICAIS), INCLUSIVE CONEXÕES, CORTE E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;57,1
91790;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBOS DE PVC, SÉRIE R, ÁGUA PLUVIAL, DN 100 MM (INSTALADO EM RAMAL DE ENCAMINHAMENTO, OU CONDUTORES VERTICAIS), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;64,75
91791;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBOS DE PVC, SÉRIE R, ÁGUA PLUVIAL, DN 150 MM (INSTALADO EM CONDUTORES VERTICAIS), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;89,11
91792;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBO DE PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 40 MM (INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;60,44
91793;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBO DE PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 50 MM (INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES PARA, PRÉDIOS. AF_10/2015;M;95,49
91794;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INST. TUBO PVC, SÉRIE N, ESGOTO PREDIAL, DN 75 MM, (INST. EM RAMAL DE DESCARGA, RAMAL DE ESG. SANITÁRIO, PRUMADA DE ESG. SANITÁRIO OU VENTILAÇÃO), INCL. CONEXÕES, CORTES E FIXAÇÕES, P/ PRÉDIOS. AF_10/2015;M;47,61
91795;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INST. TUBO PVC, SÉRIE N, ESGOTO PREDIAL, 100 MM (INST. RAMAL DESCARGA, RAMAL DE ESG. SANIT., PRUMADA ESG. SANIT., VENTILAÇÃO OU SUB-COLETOR AÉREO), INCL. CONEXÕES E CORTES, FIXAÇÕES, P/ PRÉDIOS. AF_10/2015;M;73,31
91796;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBO DE PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 150 MM (INSTALADO EM SUB-COLETOR AÉREO), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;M;79,31
92275;TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;54,84
92276;TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;69,66
92277;TUBO EM COBRE RÍGIDO, DN 35 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;100,7
92278;TUBO EM COBRE RÍGIDO, DN 42 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;135,55
92279;TUBO EM COBRE RÍGIDO, DN 54 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;196
92280;TUBO EM COBRE RÍGIDO, DN 66 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;275,28
92281;TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;100,5
92282;TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;117,16
92283;TUBO EM COBRE RÍGIDO, DN 35 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;160,66
92284;TUBO EM COBRE RÍGIDO, DN 42 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;203,85
92285;TUBO EM COBRE RÍGIDO, DN 54 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;277,59
92286;TUBO EM COBRE RÍGIDO, DN 66 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM PRUMADA DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;358,01
92305;TUBO EM COBRE RÍGIDO, DN 15 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;36,55
92306;TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;59,63
92307;TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;74,65
92308;TUBO EM COBRE RÍGIDO, DN 15 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;48,88
92309;TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;107,68
92310;TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;124,55
92320;TUBO EM COBRE RÍGIDO, DN 15 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;46,38
92321;TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;76,56
92322;TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;97,67
92323;TUBO EM COBRE RÍGIDO, DN 15 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;56,35
92324;TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;122,24
92325;TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022;M;145,21
92335;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO RANHURADA, DN 50 (2""), INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;95,45
92336;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO RANHURADA, DN 65 (2 1/2""), INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;117,46
92337;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO RANHURADA, DN 80 (3""), INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;155,27
92338;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 50 (2""), INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;159,6
92339;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 65 (2 1/2""), INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;245,52
92341;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 50 (2""), CONEXÃO ROSQUEADA, INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;104,47
92342;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 65 (2 1/2""), CONEXÃO ROSQUEADA, INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;126,54
92343;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 80 (3""), CONEXÃO ROSQUEADA, INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;164,44
92359;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 25 (1""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;78,17
92360;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 32 (1 1/4""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;104,55
92361;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 50 (2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;140,8
92362;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 65 (2 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;225,97
92364;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 32 (1 1/4""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;57,8
92365;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 40 (1 1/2""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;66,61
92366;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 50 (2""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;93,32
92367;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 65 (2 1/2""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;114,89
92368;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 80 (3""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;152,31
92645;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 25 (1""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;81,55
92646;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 32 (1 1/4""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;107,93
92648;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 40 (1 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;118,02
92649;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 50 (2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;144,19
92650;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 65 (2 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;229,35
92652;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 32 (1 1/4""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;61,91
92653;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 40 (1 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;70,76
92654;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 50 (2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;97,48
92655;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 65 (2 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;119,12
92656;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 80 (3""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;156,55
92687;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 15 (1/2""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;28,55
92688;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 20 (3/4""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;39,44
92689;"TUBO DE AÇO PRETO SEM COSTURA, CLASSE MÉDIA, CONEXÃO SOLDADA, DN 15 (1/2""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;56,41
92690;"TUBO DE AÇO PRETO SEM COSTURA, CLASSE MÉDIA, CONEXÃO SOLDADA, DN 20 (3/4""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;79,7
92691;"TUBO DE AÇO PRETO SEM COSTURA, CLASSE MÉDIA, CONEXÃO SOLDADA, DN 25 (1""), INSTALADO EM RAMAIS  E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;100,62
94462;TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 50 (2), CONEXÃO ROSQUEADA, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;102,23
94463;TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 65 (2 1/2), CONEXÃO ROSQUEADA, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;120,94
94464;TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 80 (3), CONEXÃO ROSQUEADA, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;171,35
94602;TUBO EM COBRE RÍGIDO, DN 54 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;207
94603;TUBO EM COBRE RÍGIDO, DN 66 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;279,8
94604;TUBO EM COBRE RÍGIDO, DN 79 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;383,63
94605;TUBO EM COBRE RÍGIDO, DN 104 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;550,74
94648;TUBO, PVC, SOLDÁVEL, DN  25 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO   FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;11,25
94649;TUBO, PVC, SOLDÁVEL, DN 32 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO   FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;17,76
94650;TUBO, PVC, SOLDÁVEL, DN 40 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO   FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;26,79
94651;TUBO, PVC, SOLDÁVEL, DN 50 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO   FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;28,6
94652;TUBO, PVC, SOLDÁVEL, DN 60 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO   FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;45,72
94653;TUBO, PVC, SOLDÁVEL, DN 75 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO   FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;67,18
94654;TUBO, PVC, SOLDÁVEL, DN 85 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO   FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;94,47
94655;TUBO, PVC, SOLDÁVEL, DN 110 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO   FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;134,91
94716;TUBO, CPVC, SOLDÁVEL, DN 22 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;22,17
94717;TUBO, CPVC, SOLDÁVEL, DN 28 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;34,4
94718;TUBO, CPVC, SOLDÁVEL, DN 35 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;44,51
94719;TUBO, CPVC, SOLDÁVEL, DN 42 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;57,23
94720;TUBO, CPVC, SOLDÁVEL, DN 54 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;83,38
94721;TUBO, CPVC, SOLDÁVEL, DN 73 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;127,41
94722;TUBO, CPVC, SOLDÁVEL, DN 89 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;220,04
94723;TUBO, CPVC, SOLDÁVEL, DN 114 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO  FORNECIMENTO E INSTALAÇÃO. AF_06/2016;M;396,78
95697;"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 40 (1 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;114,63
96635;TUBO, PPR, DN 25, CLASSE PN 20,  INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_08/2022;M;36,12
